activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,8049030,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc(F)cc2)=N1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '15.31', 'le': '0.30', 'lle': '1.59', 'sei': '11.54'}",CHEMBL1958020,,CHEMBL1958020,5.20,0,http://www.openphacts.org/units/Nanomolar,1582692,=,1,1,=,,IC50,nM,,6350.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,6.35
,8049031,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc(Cl)cc2)=N1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '14.94', 'le': '0.30', 'lle': '1.20', 'sei': '11.81'}",CHEMBL1958021,,CHEMBL1958021,5.32,0,http://www.openphacts.org/units/Nanomolar,1582693,=,1,1,=,,IC50,nM,,4830.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,4.83
,8049032,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc(Br)cc2)=N1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '13.78', 'le': '0.31', 'lle': '1.29', 'sei': '12.25'}",CHEMBL1958022,,CHEMBL1958022,5.52,0,http://www.openphacts.org/units/Nanomolar,1582694,=,1,1,=,,IC50,nM,,3050.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,3.05
,8049033,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(C2CC(c3ccccc3)=NN2C2=NC(=O)CS2)cc1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '15.90', 'le': '0.30', 'lle': '1.55', 'sei': '11.84'}",CHEMBL1958023,,CHEMBL1958023,5.33,0,http://www.openphacts.org/units/Nanomolar,1582695,=,1,1,=,,IC50,nM,,4640.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,4.64
,8049034,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C2CC(c3ccccc3)=NN2C2=NC(=O)CS2)cc1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '14.82', 'le': '0.28', 'lle': '1.73', 'sei': '9.60'}",CHEMBL1958024,,CHEMBL1958024,5.21,0,http://www.openphacts.org/units/Nanomolar,1582696,=,1,1,=,,IC50,nM,,6210.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,6.21
,8049035,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccccc2)=N1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '14.67', 'le': '0.28', 'lle': '1.37', 'sei': '11.05'}",CHEMBL1958025,,CHEMBL1958025,4.98,0,http://www.openphacts.org/units/Nanomolar,1582697,=,1,1,=,,IC50,nM,,10530.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,10.53
,8049036,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccc(F)cc2)=N1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '13.27', 'le': '0.26', 'lle': '0.99', 'sei': '10.53'}",CHEMBL1958026,,CHEMBL1958026,4.74,0,http://www.openphacts.org/units/Nanomolar,1582698,=,1,1,=,,IC50,nM,,18120.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,18.12
,8049037,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccc(Cl)cc2)=N1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '13.06', 'le': '0.27', 'lle': '0.62', 'sei': '10.84'}",CHEMBL1958027,,CHEMBL1958027,4.88,0,http://www.openphacts.org/units/Nanomolar,1582699,=,1,1,=,,IC50,nM,,13160.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,13.16
,8049038,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccc(Br)cc2)=N1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '12.44', 'le': '0.28', 'lle': '0.83', 'sei': '11.56'}",CHEMBL1958028,,CHEMBL1958028,5.21,0,http://www.openphacts.org/units/Nanomolar,1582700,=,1,1,=,,IC50,nM,,6240.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,6.24
,8049039,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(C2CC(c3ccc(F)cc3)=NN2C2=NC(=O)CS2)cc1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '14.12', 'le': '0.27', 'lle': '1.08', 'sei': '11.08'}",CHEMBL1958029,,CHEMBL1958029,4.99,0,http://www.openphacts.org/units/Nanomolar,1582701,=,1,1,=,,IC50,nM,,10260.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,10.26
,8049040,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C2CC(c3ccc(F)cc3)=NN2C2=NC(=O)CS2)cc1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '13.28', 'le': '0.26', 'lle': '1.30', 'sei': '9.04'}",CHEMBL1958030,,CHEMBL1958030,4.91,0,http://www.openphacts.org/units/Nanomolar,1582702,=,1,1,=,,IC50,nM,,12430.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,12.43
,8049041,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccccc2)=N1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '14.48', 'le': '0.29', 'lle': '1.03', 'sei': '11.44'}",CHEMBL1958031,,CHEMBL1958031,5.15,0,http://www.openphacts.org/units/Nanomolar,1582703,=,1,1,=,,IC50,nM,,7050.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,7.05
,8049042,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(F)cc2)=N1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '12.80', 'le': '0.26', 'lle': '0.52', 'sei': '10.63'}",CHEMBL1958032,,CHEMBL1958032,4.79,0,http://www.openphacts.org/units/Nanomolar,1582704,=,1,1,=,,IC50,nM,,16420.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,16.42
,8049043,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(Cl)cc2)=N1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '12.82', 'le': '0.27', 'lle': '0.23', 'sei': '11.11'}",CHEMBL1958033,,CHEMBL1958033,5.00,0,http://www.openphacts.org/units/Nanomolar,1582705,=,1,1,=,,IC50,nM,,9960.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,9.96
,8049044,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(Br)cc2)=N1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '12.46', 'le': '0.30', 'lle': '0.54', 'sei': '12.03'}",CHEMBL1958034,,CHEMBL1958034,5.42,0,http://www.openphacts.org/units/Nanomolar,1582706,=,1,1,=,,IC50,nM,,3840.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,3.84
,8049045,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(C2CC(c3ccc(Cl)cc3)=NN2C2=NC(=O)CS2)cc1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '13.76', 'le': '0.28', 'lle': '0.66', 'sei': '11.30'}",CHEMBL1958035,,CHEMBL1958035,5.09,0,http://www.openphacts.org/units/Nanomolar,1582707,=,1,1,=,,IC50,nM,,8130.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,8.13
,8049046,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C2CC(c3ccc(Cl)cc3)=NN2C2=NC(=O)CS2)cc1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '12.92', 'le': '0.26', 'lle': '0.86', 'sei': '9.19'}",CHEMBL1958036,,CHEMBL1958036,4.99,0,http://www.openphacts.org/units/Nanomolar,1582708,=,1,1,=,,IC50,nM,,10340.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,10.34
,8049047,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccccc2)=N1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '13.27', 'le': '0.30', 'lle': '1.08', 'sei': '11.80'}",CHEMBL1958037,,CHEMBL1958037,5.31,0,http://www.openphacts.org/units/Nanomolar,1582709,=,1,1,=,,IC50,nM,,4870.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,4.87
,8049048,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(F)cc2)=N1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '12.17', 'le': '0.28', 'lle': '0.72', 'sei': '11.30'}",CHEMBL1958038,,CHEMBL1958038,5.09,0,http://www.openphacts.org/units/Nanomolar,1582710,=,1,1,=,,IC50,nM,,8140.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,8.14
,8049049,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(Cl)cc2)=N1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '12.03', 'le': '0.29', 'lle': '0.35', 'sei': '11.62'}",CHEMBL1958039,,CHEMBL1958039,5.23,0,http://www.openphacts.org/units/Nanomolar,1582711,=,1,1,=,,IC50,nM,,5870.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,5.87
,8049050,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(Br)cc2)=N1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '11.35', 'le': '0.30', 'lle': '0.45', 'sei': '12.08'}",CHEMBL1958209,,CHEMBL1958209,5.44,0,http://www.openphacts.org/units/Nanomolar,1582914,=,1,1,=,,IC50,nM,,3650.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,3.65
,8049051,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(C2CC(c3ccc(Br)cc3)=NN2C2=NC(=O)CS2)cc1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '12.44', 'le': '0.28', 'lle': '0.61', 'sei': '11.44'}",CHEMBL1958210,,CHEMBL1958210,5.15,0,http://www.openphacts.org/units/Nanomolar,1582915,=,1,1,=,,IC50,nM,,7040.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,7.04
,8049052,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C2CC(c3ccc(Br)cc3)=NN2C2=NC(=O)CS2)cc1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '11.70', 'le': '0.26', 'lle': '0.79', 'sei': '9.28'}",CHEMBL1958211,,CHEMBL1958211,5.03,0,http://www.openphacts.org/units/Nanomolar,1582916,=,1,1,=,,IC50,nM,,9270.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,9.27
,8049053,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccccc3)C2)cc1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '16.84', 'le': '0.32', 'lle': '1.87', 'sei': '12.55'}",CHEMBL1958212,,CHEMBL1958212,5.65,0,http://www.openphacts.org/units/Nanomolar,1582917,=,1,1,=,,IC50,nM,,2240.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,2.24
,8049054,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(F)cc3)C2)cc1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '15.43', 'le': '0.30', 'lle': '1.54', 'sei': '12.11'}",CHEMBL1958213,,CHEMBL1958213,5.45,0,http://www.openphacts.org/units/Nanomolar,1582918,=,1,1,=,,IC50,nM,,3530.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,3.53
,8049055,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Cl)cc3)C2)cc1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '14.89', 'le': '0.30', 'lle': '1.08', 'sei': '12.23'}",CHEMBL1958214,,CHEMBL1958214,5.51,0,http://www.openphacts.org/units/Nanomolar,1582919,=,1,1,=,,IC50,nM,,3110.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,3.11
,8049056,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Br)cc3)C2)cc1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '14.41', 'le': '0.33', 'lle': '1.43', 'sei': '13.26'}",CHEMBL1958215,,CHEMBL1958215,5.97,0,http://www.openphacts.org/units/Nanomolar,1582920,=,1,1,=,,IC50,nM,,1070.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,1.07
,8049057,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(C)cc3)C2)cc1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '16.02', 'le': '0.31', 'lle': '1.52', 'sei': '12.43'}",CHEMBL1958216,,CHEMBL1958216,5.60,0,http://www.openphacts.org/units/Nanomolar,1582921,=,1,1,=,,IC50,nM,,2520.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,2.52
,8049058,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C2CC(c3ccc(C)cc3)=NN2C2=NC(=O)CS2)cc1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '14.24', 'le': '0.27', 'lle': '1.43', 'sei': '9.59'}",CHEMBL1958217,,CHEMBL1958217,5.21,0,http://www.openphacts.org/units/Nanomolar,1582922,=,1,1,=,,IC50,nM,,6230.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,6.23
,8049059,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccccc3)C2)cc1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '15.32', 'le': '0.29', 'lle': '1.91', 'sei': '9.92'}",CHEMBL1958218,,CHEMBL1958218,5.38,0,http://www.openphacts.org/units/Nanomolar,1582923,=,1,1,=,,IC50,nM,,4120.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,4.12
,8049060,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(F)cc3)C2)cc1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '13.79', 'le': '0.27', 'lle': '1.48', 'sei': '9.39'}",CHEMBL1958219,,CHEMBL1958219,5.09,0,http://www.openphacts.org/units/Nanomolar,1582924,=,1,1,=,,IC50,nM,,8040.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,8.04
,8049061,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Cl)cc3)C2)cc1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '13.27', 'le': '0.27', 'lle': '0.99', 'sei': '9.44'}",CHEMBL1958220,,CHEMBL1958220,5.12,0,http://www.openphacts.org/units/Nanomolar,1582925,=,1,1,=,,IC50,nM,,7590.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,7.59
,8049062,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Br)cc3)C2)cc1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '12.92', 'le': '0.29', 'lle': '1.32', 'sei': '10.25'}",CHEMBL1958221,,CHEMBL1958221,5.56,0,http://www.openphacts.org/units/Nanomolar,1582926,=,1,1,=,,IC50,nM,,2750.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,2.75
,8049063,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(C)cc3)C2)cc1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '14.05', 'le': '0.27', 'lle': '1.35', 'sei': '9.46'}",CHEMBL1958222,,CHEMBL1958222,5.13,0,http://www.openphacts.org/units/Nanomolar,1582927,=,1,1,=,,IC50,nM,,7350.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,7.35
,8049064,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(OC)cc3)C2)cc1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '13.05', 'le': '0.25', 'lle': '1.50', 'sei': '7.84'}",CHEMBL1958223,,CHEMBL1958223,4.98,0,http://www.openphacts.org/units/Nanomolar,1582928,=,1,1,=,,IC50,nM,,10480.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,10.48
,8049065,[],CHEMBL1958797,Inhibition of histidine-tagged human recombinant cytoplasmic domain of HER2 expressed in baculovirus infected insect Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,CHEMBL1955848,Bioorg Med Chem,2012.0,"{'bei': '17.42', 'le': '0.32', 'lle': '3.44', 'sei': '9.17'}",CHEMBL553,ERLOTINIB,CHEMBL553,6.85,0,http://www.openphacts.org/units/Nanomolar,1582929,=,1,1,=,,IC50,nM,,140.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,0.14
